Date,0
2020-01-02,0.0
2020-01-03,-389.2905241663892
2020-01-06,2365.1527849517424
2020-01-07,5047.659206642852
2020-01-08,362.31066255350265
2020-01-09,1459.8930257388574
2020-01-10,2027.0474145155622
2020-01-13,1923.2602033940607
2020-01-14,-4539.034260888489
2020-01-15,3268.5591083790277
2020-01-16,1561.6090586172108
2020-01-17,-51.123277013940765
2020-01-21,2821.9262433422928
2020-01-22,1667.918180289245
2020-01-23,1628.5320221308202
2020-01-24,4397.563837898128
2020-01-27,-4206.4509484092905
2020-01-28,515.2043009618219
2020-01-29,1496.810155518303
2020-01-30,-2160.4122171374065
2020-01-31,3510.5713548294552
2020-02-03,3981.02249484113
2020-02-04,4198.233633195154
2020-02-05,-5903.1169661946
2020-02-06,3606.4824208344053
2020-02-07,63.68626585378047
2020-02-10,3272.949287025029
2020-02-11,-893.583865326485
2020-02-12,3371.5081610516727
2020-02-13,-165.05833740365316
2020-02-14,1848.8270600924832
2020-02-18,4284.549078322289
2020-02-19,464.92721856427875
2020-02-20,-3901.6539356532767
2020-02-21,-4420.264612560301
2020-02-24,-4420.970012702304
2020-02-25,5517.836241980788
2020-02-26,3169.6090184393156
2020-02-27,-3717.375466053958
2020-02-28,12512.265706715743
2020-03-02,4348.480349427284
2020-03-03,-163.36766812055976
2020-03-04,4863.301601148667
2020-03-05,4848.98177335435
2020-03-06,8111.73038075255
2020-03-09,16207.163946658766
2020-03-10,-1255.8847890075176
2020-03-11,-313.55145150691715
2020-03-12,-7120.112994465962
2020-03-13,-18770.18441745258
2020-03-16,390.0735829185069
2020-03-17,13250.542080185358
2020-03-18,22897.914471680466
2020-03-19,-2637.526412795349
2020-03-20,-8951.206818013798
2020-03-23,13640.60367787966
2020-03-24,-551.3016908663085
2020-03-25,-12016.557693893034
2020-03-26,871.0367768228898
2020-03-27,6056.753248004814
2020-03-30,6421.324148193439
2020-03-31,6213.26023810782
2020-04-01,43.72956431241619
2020-04-02,-1671.350862776927
2020-04-03,2118.1910385541223
2020-04-06,10882.147771589232
2020-04-07,-3452.1671246320907
2020-04-08,-2138.912486407922
2020-04-09,-21896.74518694019
2020-04-13,14770.098311373014
2020-04-14,22400.425068180983
2020-04-15,7929.5830482080955
2020-04-16,-775.9938413172551
2020-04-17,0.0
2020-04-20,0.0
2020-04-21,0.0
2020-04-22,0.0
2020-04-23,0.0
2020-04-24,0.0
2020-04-27,0.0
2020-04-28,0.0
2020-04-29,0.0
2020-04-30,0.0
2020-05-01,0.0
2020-05-04,0.0
2020-05-05,0.0
2020-05-06,0.0
2020-05-07,0.0
2020-05-08,0.0
2020-05-11,0.0
2020-05-12,0.0
2020-05-13,0.0
2020-05-14,0.0
2020-05-15,0.0
2020-05-18,0.0
2020-05-19,0.0
2020-05-20,0.0
2020-05-21,0.0
2020-05-22,0.0
2020-05-26,0.0
2020-05-27,0.0
2020-05-28,0.0
2020-05-29,0.0
2020-06-01,0.0
2020-06-02,0.0
2020-06-03,0.0
2020-06-04,0.0
2020-06-05,0.0
2020-06-08,0.0
2020-06-09,0.0
2020-06-10,0.0
2020-06-11,0.0
2020-06-12,0.0
2020-06-15,0.0
2020-06-16,0.0
2020-06-17,0.0
2020-06-18,0.0
2020-06-19,0.0
2020-06-22,0.0
2020-06-23,0.0
2020-06-24,0.0
2020-06-25,0.0
2020-06-26,0.0
2020-06-29,0.0
2020-06-30,0.0
2020-07-01,0.0
2020-07-02,0.0
2020-07-06,0.0
2020-07-07,0.0
2020-07-08,0.0
2020-07-09,0.0
2020-07-10,0.0
2020-07-13,0.0
2020-07-14,0.0
2020-07-15,0.0
2020-07-16,0.0
2020-07-17,0.0
2020-07-20,0.0
2020-07-21,0.0
2020-07-22,0.0
2020-07-23,0.0
2020-07-24,0.0
2020-07-27,0.0
2020-07-28,0.0
2020-07-29,0.0
2020-07-30,0.0
2020-07-31,0.0
2020-08-03,0.0
2020-08-04,0.0
2020-08-05,0.0
2020-08-06,0.0
2020-08-07,0.0
2020-08-10,0.0
2020-08-11,0.0
2020-08-12,0.0
2020-08-13,0.0
2020-08-14,0.0
2020-08-17,0.0
2020-08-18,0.0
2020-08-19,0.0
2020-08-20,0.0
2020-08-21,0.0
2020-08-24,0.0
2020-08-25,0.0
2020-08-26,0.0
2020-08-27,0.0
2020-08-28,0.0
2020-08-31,0.0
2020-09-01,0.0
2020-09-02,0.0
2020-09-03,0.0
2020-09-04,0.0
2020-09-08,0.0
2020-09-09,0.0
2020-09-10,0.0
2020-09-11,0.0
2020-09-14,0.0
2020-09-15,0.0
2020-09-16,0.0
2020-09-17,0.0
2020-09-18,0.0
2020-09-21,0.0
2020-09-22,0.0
2020-09-23,0.0
2020-09-24,0.0
2020-09-25,0.0
2020-09-28,0.0
2020-09-29,0.0
2020-09-30,0.0
2020-10-01,0.0
2020-10-02,0.0
2020-10-05,0.0
2020-10-06,0.0
2020-10-07,0.0
2020-10-08,0.0
2020-10-09,0.0
2020-10-12,0.0
2020-10-13,0.0
2020-10-14,0.0
2020-10-15,0.0
2020-10-16,0.0
2020-10-19,0.0
2020-10-20,0.0
2020-10-21,0.0
2020-10-22,0.0
2020-10-23,0.0
2020-10-26,0.0
2020-10-27,0.0
2020-10-28,0.0
2020-10-29,0.0
2020-10-30,0.0
2020-11-02,0.0
2020-11-03,0.0
2020-11-04,0.0
2020-11-05,0.0
2020-11-06,0.0
